"","Number","Cell","Slice","Date","Sample","Mouse","Mouse date of birth","Mouse age","Mouse gender","Mouse genotype","Targeted layer","Inferred layer","Cre","Exon reads","Intron reads","Intergenic reads","Sequencing batch","Number of genes detected","RNA family","RNA type","RNA type confidence","RNA type top-3","ALM/VISp top-3","top_cluster_string","top_alm_visp_cluster","cluster_score_string","cluster_score_string_number","rest","top_alm_visp_subclass","Length (bp)","Yield (pg/µl)","User","Hold Time (min)","Soma depth (µm)","Soma depth (4x)","Cortical thickness (4x)","Cortical thickness (µm)","Traced","Exclusion reasons","top_cluster_score","C1qb","Tyrobp","cell id","AP Fano factor","AP amplitude (mV)","AP amplitude adaptation index","AP amplitude average adaptation index","AP coefficient of variation","AP threshold (mV)","AP width (ms)","Afterdepolarization (mV)","Afterhyperpolarization (mV)","Burstiness","ISI Fano factor","ISI adaptation index","ISI average adaptation index","ISI coefficient of variation","Input resistance (MOhm)","Latency (ms)","Latency @ +20pA current (ms)","Max number of APs","Membrane time constant (ms)","Rebound (mV)","Rebound number of APs","Resting membrane potential (mV)","Rheobase (pA)","Sag area (mV*s)","Sag ratio","Sag time (s)","Spike frequency adaptation","Upstroke-to-downstroke ratio","Wildness","major_type","contam_type","marker_sum","marker_sum_norm","contam_sum","quality_score","Glutamatergic","Astro","Endo","GABAergic","Macrophage","Oligo","Peri","SMC","VLMC"
"328",328,"20180822_sample_4","20180822_slice_4",2018-08-22,"sample 4","mouse_MSVHB",2018-06-27,56,"F","Pvalb-Cre/wt; Ai9/wt","5","5","PV+",1545566,1006116,150987,4,9629,"Pvalb","Pvalb Reln",0.4,"Pvalb Reln (39.9%), Pvalb Calb1_2 (31.7%), Pvalb Gpr149 (19.0%)","Pvalb Reln Tac1 (89.0%), Pvalb Reln Itm2a (9.0%)","Pvalb Reln Tac1 (89.0%), Pvalb Reln Itm2a (9.0%)","Pvalb Reln Tac1","89.0%), Pvalb Reln Itm2a","89.0",", Pvalb Reln Itm2a","Pvalb",1706,182.26,"Fede",48,"755.3",273.7,575.1,1587.276,"y",NA,89,5.51832951190395,6.41478854266666,"20180822_sample_4",1.64284837719838,79.364325851202,0.891122296826376,0.99437945554568,0.179507417577233,-43.751023709774,0.68,0,-18.0788189172745,0,0.000200820730014738,1.14545454545454,1.01753044701494,0.125970171255824,229.661069615256,13.84,9.40000000000001,50,12.7632376417592,2.14815536784741,0,-62.4847477324307,68.3720930232558,0,1.08040683922649,0,0.88,1.38797393058705,2,"Glutamatergic","Pvalb_on",29.3578734986635,0.135424535744274,NA,0.134811763364179,-Inf,0.140732398575713,NA,0.738447246721468,0.228506293022715,0.105300671787736,NA,NA,0.0375858126329504
"329",329,"20180822_sample_6","20180822_slice_6",2018-08-22,"sample 6","mouse_MSVHB",2018-06-27,56,"F","Pvalb-Cre/wt; Ai9/wt","2/3","2/3","PV+",994316,976388,126864,4,9029,"Pvalb","Pvalb Il1rapl2",0.81,"Pvalb Il1rapl2 (81.3%), Pvalb Reln (18.1%)","Pvalb Reln Itm2a (64.0%), Pvalb Tpbg (36.0%)","Pvalb Reln Itm2a (64.0%), Pvalb Tpbg (36.0%)","Pvalb Reln Itm2a","64.0%), Pvalb Tpbg","64.0",", Pvalb Tpbg","Pvalb",1855,243.31,"Fede",46,"267.1",108.7,601,1658.76,"y",NA,64,6.58066879523798,3.21394586990461,"20180822_sample_6",1.41929263020081,71.7204287648201,0.918531701220892,0.99578958914977,0.169958576837362,-41.2301197648048,0.679999999999986,0,-12.1099166572094,0,4.65053498412793e-05,1.0468085106383,1.01162451355458,0.0670654058806081,210.389704069744,29.84,13.6,60,11.5365299688113,0.631115808788856,0,-59.2920481227338,60,0,1.02446842025941,0,0.9,1.43179981930685,2,"Glutamatergic","Pvalb_on",30.0546751949623,0.138638802820919,NA,0.205427815675274,-Inf,0.0523199309509162,NA,0.600418803894181,0.128712215584187,0.00929755288891265,NA,NA,0.0490249074891646
"330",330,"20180822_sample_7","20180822_slice_7",2018-08-22,"sample 7","mouse_MSVHB",2018-06-27,56,"F","Pvalb-Cre/wt; Ai9/wt","2/3","2/3","PV+",1129888,943837,128660,4,10110,"Pvalb","Pvalb Il1rapl2",0.9,"Pvalb Il1rapl2 (90.0%), Pvalb Reln (8.9%)","Pvalb Reln Itm2a (50.0%), Pvalb Tpbg (50.0%)","Pvalb Reln Itm2a (50.0%), Pvalb Tpbg (50.0%)","Pvalb Reln Itm2a","50.0%), Pvalb Tpbg","50.0",", Pvalb Tpbg","Pvalb",1822,347.55,"Fede",50,"253",95.7,556.7,1536.492,"y",NA,50,5.21733318849698,4.40295175963203,"20180822_sample_7",3.62707366976782,71.9432160258293,0.972391958217326,0.998821501518901,0.315756827081836,-35.9986424446106,0.599999999999989,0,-21.2855972349644,0,0.000153770410380581,1.1213768115942,1.00665292832463,0.142012775763663,154.637826328476,312.4,39.52,79,8.9491761329829,1.57733510125236,0,-68.5150497734547,120,0,1.0589982771058,0,0.857142857142857,1.26071480966212,0,"Glutamatergic","Pvalb_on",43.4425128096661,0.200395377038514,NA,0.184267014243693,-Inf,0.0884315959042399,NA,0.719371627235709,0.0513371824516098,0.0610357177833696,NA,NA,0.0332382084170489
"331",331,"20180828_sample_2","20180828_slice_2",2018-08-28,"sample 2","mouse_UAOAE",2018-06-11,78,"M","Pvalb-Cre/wt; Ai9/wt","2/3","2/3","PV+",699422,676959,74942,4,8617,"Pvalb","Pvalb Il1rapl2",0.71,"Pvalb Il1rapl2 (70.7%), Pvalb Reln (24.9%)","Pvalb Reln Itm2a (77.0%), Pvalb Tpbg (15.0%), Pvalb Reln Tac1 (8.0%)","Pvalb Reln Itm2a (77.0%), Pvalb Tpbg (15.0%), Pvalb Reln Tac1 (8.0%)","Pvalb Reln Itm2a","77.0%), Pvalb Tpbg","77.0",", Pvalb Tpbg","Pvalb",1858,198.09,"Fede",45,"344.9",124,573.2,1582.032,"y",NA,77,5.19864350136762,-1.36474471660176,"20180828_sample_2",0.387792327486831,67.9281372576952,0.940488566037656,0.996353131698342,0.0924739509560197,-29.890114441514,0.800000000000023,0,-20.2911961823702,0,7.26657994431511e-05,1.2018779342723,1.01098577081799,0.0772662798662313,218.989760475854,159.52,21.84,49,12.3511108954282,1.44509575220864,0,-62.198135329783,100,0,1.04711773163395,0,0.884615384615385,1.49139551139857,0,"Glutamatergic","Pvalb_on",17.5920714815631,0.0811502274944815,NA,0.21738399607782,-Inf,0.0793950695659662,NA,0.599478582796406,0.157599165134334,0.0678824554303235,NA,NA,0.0322109088860047
"332",332,"20180828_sample_3","20180828_slice_3",2018-08-28,"sample 3","mouse_UAOAE",2018-06-11,78,"M","Pvalb-Cre/wt; Ai9/wt","5","5","PV+",823275,828442,106609,4,10569,"Pvalb","Pvalb Reln",0.84,"Pvalb Reln (83.7%), Pvalb Il1rapl2 (9.7%), Pvalb Gpr149 (3.4%)","Pvalb Reln Itm2a (73.0%), Pvalb Tpbg (22.0%)","Pvalb Reln Itm2a (73.0%), Pvalb Tpbg (22.0%)","Pvalb Reln Itm2a","73.0%), Pvalb Tpbg","73.0",", Pvalb Tpbg","Pvalb",1716,370.22,"Fede",55,"540",196.5,607.8,1677.528,"y",NA,73,5.16210170241209,-1.36474471660176,"20180828_sample_3",1.06156796345335,69.3223904818296,0.922309040803185,0.994308522588119,0.151014157470393,-38.8013608753681,0.520000000000007,0,-16.783095896244,0,8.57392766969545e-05,1.08783783783784,1.01908227457281,0.102240966885929,112.356085889041,12.92,9.48,74,7.28739113364754,0.548354535329082,0,-64.410736759007,220,0,1.04787654075141,0,0.871794871794872,1.12439000041856,0,"Glutamatergic","Pvalb_on",41.3640849335649,0.190807825330733,NA,0.209397155805574,-Inf,0.282129073290491,NA,0.793702264338203,0.150235276591201,-0.0103901766511577,NA,NA,0.0352401337553011
"333",333,"20180828_sample_4","20180828_slice_4",2018-08-28,"sample 4","mouse_UAOAE",2018-06-11,78,"M","Pvalb-Cre/wt; Ai9/wt","2/3","2/3","PV-",717489,930880,124200,4,10189,"IT","L2/3 IT_3",0.99,"L2/3 IT_3 (99.1%)","L2/3 IT VISp Agmat (83.0%), L2/3 IT VISp Rrad (16.0%)","L2/3 IT VISp Agmat (83.0%), L2/3 IT VISp Rrad (16.0%)","L2/3 IT VISp Agmat","83.0%), L2/3 IT VISp Rrad","83.0",", L2/3 IT VISp Rrad","L2/3",1856,351.27,"Fede",30,"279.3",99.7,578.8,1597.488,"y",NA,83,7.32485576663544,5.74686473659747,"20180828_sample_4",2.31764286796075,87.921854108572,0.622297162984017,0.948583303637001,0.192715319558793,-34.1889373958111,2.32000000000002,0,-3.30694019794464,0.616497054097483,0.0131948742605764,4.47150259067358,2.6449866518465,0.401545700371487,88.3968814526286,92.04,66.36,8,15.1524402970681,0.180064245101363,0,-69.2257327035069,220,0,1.01299907912246,0,0.6,6.13924134685682,0,"Glutamatergic","L2.3.IT_on",176.48883950618,0.814122969610116,NA,0.399955390977485,-Inf,0.117751922600898,NA,0.11210194832726,0.231384389954276,0.0333239126078483,NA,NA,0.0455152562189228
"334",334,"20180828_sample_5","20180828_slice_5",2018-08-28,"sample 5","mouse_UAOAE",2018-06-11,78,"M","Pvalb-Cre/wt; Ai9/wt","5","5","PV+",764395,953326,101451,4,9427,"Pvalb","Pvalb Reln",1,"Pvalb Reln (99.7%)","Pvalb Reln Itm2a (100.0%)","Pvalb Reln Itm2a (100.0%)","Pvalb Reln Itm2a","100.0%)","100.0","","Pvalb",1828,338.09,"Fede",51,"616.6",223.2,582.9,1608.804,"y",NA,100,3.3463063967847,4.61799599171378,"20180828_sample_5",1.31197867413949,61.2096767872572,0.977396949230698,0.998454409914711,0.187341602991746,-34.7906574606895,0.519999999999993,0,-16.7612247169018,0,2.72964909224892e-05,1.16410256410256,1.01760081293644,0.0755948404171033,130.525509398431,29.92,16.8,126,7.5234055051598,1.4657955499439,0,-60.7538664758205,100,0,1.07235028118878,0,0.923076923076923,1.12771835135593,0,"Glutamatergic","Pvalb_on",12.7367944896909,0.0587533862326622,NA,0.194634746405134,-Inf,0.0610486975044903,NA,0.605335303356643,0.0750152050132754,-0.015571850084353,NA,NA,0.0422510072266115
"335",335,"20180828_sample_6","20180828_slice_6",2018-08-28,"sample 6","mouse_UAOAE",2018-06-11,78,"M","Pvalb-Cre/wt; Ai9/wt","2/3","2/3","PV+",1374423,389614,78069,4,10805,"Pvalb","Pvalb Reln",0.64,"Pvalb Reln (64.4%), Pvalb Il1rapl2 (26.7%), Pvalb Kank4 (5.6%)","Pvalb Reln Itm2a (100.0%)","Pvalb Reln Itm2a (100.0%)","Pvalb Reln Itm2a","100.0%)","100.0","","Pvalb",1869,420.64,"Fede",53,"443.3",167.2,598.6,1652.136,"y",NA,100,-1.36474471660176,-1.36474471660176,"20180828_sample_6",2.95016394526679,70.3265219926834,0.951519358864382,0.995679770593846,0.27591506470828,-37.5325307250023,0.719999999999998,0,-20.8402946591377,0,0.000195390139335476,1.16831683168317,1.02060929386415,0.140118712349887,215.084507515033,133.24,17.4,61,9.47002760790807,2.05866609510937,0,-60.3791464909911,60,0,1.05540517475912,0,0.875,1.364304358075,0,"Glutamatergic","Pvalb_on",27.4606248432253,0.126672743201606,NA,0.203163446456877,-Inf,0.0696789229080331,NA,0.724841051289999,0.0778625600490975,0.0436425593409949,NA,NA,0.0665865007638543
"336",336,"20180828_sample_7","20180828_slice_7",2018-08-28,"sample 7","mouse_UAOAE",2018-06-11,78,"M","Pvalb-Cre/wt; Ai9/wt","2/3","2/3","PV-",212543,82313,78972,4,1641,"low quality",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1521,70.02,"Fede",20,"204.9",75,565.6,1561.056,"y",NA,NA,-1.36474471660176,-1.36474471660176,"20180828_sample_7",3.27118495570801,89.428398758173,0.823878366362319,1.00114215200357,0.246070569275845,-32.3112532496452,1.28,0,-5.8409757912159,0.668903803131991,0.00126932964319631,11.6534653465346,3.18046798950627,0.231979184006566,104.241648960548,86.64,53.64,26,14.6756160941004,1.66629921391698,0,-58.4966842107475,120,0,1.07417576131051,0,0.785714285714286,3.36765418071482,0,"Glutamatergic","L6.CT_on",65.2819223619503,0.301138092606172,NA,0.273274420238277,-Inf,-0.00291001946203012,NA,0.0174594870174961,-0.00569747632855468,0.0147748952114408,NA,NA,-0.0208593665495856
"337",337,"20180828_sample_8","20180828_slice_8",2018-08-28,"sample 8","mouse_UAOAE",2018-06-11,78,"M","Pvalb-Cre/wt; Ai9/wt","5","5","PV-",1213609,1516583,215637,4,11078,"IT","L2/3 IT_3",0.79,"L2/3 IT_3 (79.1%), L2/3 IT_2 (19.1%)","L2/3 IT VISp Rrad (70.0%), L2/3 IT ALM Macc1 Lrg1 (16.0%), L2/3 IT ALM Sla (9.0%)","L2/3 IT VISp Rrad (70.0%), L2/3 IT ALM Macc1 Lrg1 (16.0%), L2/3 IT ALM Sla (9.0%)","L2/3 IT VISp Rrad","70.0%), L2/3 IT ALM Macc1 Lrg1","70.0",", L2/3 IT ALM Macc1 Lrg1","L2/3",1948,391.92,"Fede",28,"697.2",266,597.9,1650.204,NA,NA,70,6.2605250122746,4.73014205492724,"20180828_sample_8",1.93817267575015,95.9230549633503,0.836995454365304,0.942836657637461,0.174539832966481,-35.4257933795452,2.48000000000001,0,-2.85963341593742,0.433104177683766,0.0161554550377598,3.51515151515152,2.51340740057779,0.441428004319288,91.3788914084435,103.04,68.24,8,13.0559814508525,0.00905795133829201,0,-64.9542320996523,160,0,1.00316172651417,0,0.6,6.26565927454513,0,"Glutamatergic","L6.IT_on",212.609318364429,0.980742635726664,NA,0.446062225471676,-Inf,0.108883180520591,NA,0.113665408293139,0.225375956788817,0.0441860318665087,NA,NA,0.036094485577752
"338",338,"20180829_sample_1","20180829_slice_1",2018-08-29,"sample 1","mouse_PSDCQ",2018-06-19,71,"F","Sst-IRES-Cre/wt; Ai9/wt","2/3","2/3","SST+",1589482,2010651,253055,4,11081,"Sst","Sst Calb2",0.77,"Sst Calb2 (77.1%), Sst Pvalb Calb2 (22.9%)","Sst Calb2 Necab1 (69.0%), Sst Calb2 Pdlim5 (29.0%)","Sst Calb2 Necab1 (69.0%), Sst Calb2 Pdlim5 (29.0%)","Sst Calb2 Necab1","69.0%), Sst Calb2 Pdlim5","69.0",", Sst Calb2 Pdlim5","Sst",1961,735.71,"Fede",39,"Slice Lost",NA,NA,0,NA,NA,69,7.96812773957487,6.27073543550988,"20180829_sample_1",0.703451511546128,79.6030052006245,0.922402074197338,0.985999488470017,0.111696968093525,-33.4199368953705,0.840000000000007,3.34825366735458,-12.0977200567722,0.419240359668598,0.00223570742418005,1.40346534653465,1.06952956946304,0.283790434929535,200.553499725958,42.64,27.84,22,19.8869093608978,9.36929300752329,0,-52.6720653884113,60,32.9824430799484,1.37990167906718,0.35292,0.692307692307692,1.72288367815443,0,"Glutamatergic","Sst_on",46.5783440116455,0.214860610180138,NA,0.169916070273943,-Inf,0.105960211200951,NA,0.893232493204565,0.365875575914195,0.0582312834733842,NA,NA,-0.000286459108122041
"339",339,"20180829_sample_2","20180829_slice_2",2018-08-29,"sample 2","mouse_PSDCQ",2018-06-19,71,"F","Sst-IRES-Cre/wt; Ai9/wt","2/3","2/3","SST+",1789701,555389,121565,4,12400,"Sst","Sst Calb2",1,"Sst Calb2 (99.6%)","Sst Calb2 Pdlim5 (100.0%)","Sst Calb2 Pdlim5 (100.0%)","Sst Calb2 Pdlim5","100.0%)","100.0","","Sst",1845,537.77,"Fede",40,"286.7",108.7,578.6,1596.936,"y",NA,100,-1.36474471660177,-1.36474471660177,"20180829_sample_2",3.59878050276386,91.3916230201721,0.833346921354339,0.959702635087405,0.272315470826186,-39.4634418189526,1.15999999999999,4.0748119354248,-7.99940899014473,0,0.00686206582325019,1.3875088715401,1.15160710924994,0.369161107851003,282.19843684261,73.16,35.92,12,38.7662374949173,13.8575316541793,4,-50.2165550157428,20,54.0835134743156,1.56910006152497,0.5024,0.5,2.14089458313467,0,"Glutamatergic","Sst_on",40.6412688101281,0.187473556656628,NA,0.226367787370088,-Inf,0.0593245369003839,NA,1.01395009627343,0.0208981586508009,0.0637486023864031,NA,NA,-0.00543419529831614
"340",340,"20180829_sample_3","20180829_slice_3",2018-08-29,"sample 3","mouse_PSDCQ",2018-06-19,71,"F","Sst-IRES-Cre/wt; Ai9/wt","2/3","2/3","SST+",1295178,683567,132154,4,10120,"Sst","Sst Calb2",1,"Sst Calb2 (100.0%)","Sst Calb2 Pdlim5 (100.0%)","Sst Calb2 Pdlim5 (100.0%)","Sst Calb2 Pdlim5","100.0%)","100.0","","Sst",1805,260.11,"Fede",42,"200.4",71.8,564.9,1559.124,NA,NA,100,4.99211711152206,3.48476765104473,"20180829_sample_3",0.767658298035317,78.9340604096651,0.950595301775499,0.989717240424956,0.121249063521623,-23.0744462460279,0.840000000000007,0,-16.7284291237593,0,0.00197650897226754,1.12827988338192,1.04772027664665,0.283915538720118,240.503863686075,211.76,57.16,25,25.6086077966849,7.42144579325924,0,-45.1609291434288,30,48.8607543572783,1.39157733318152,0.5054,0.666666666666667,1.83981961992903,0,"Glutamatergic","Sst_on",40.2632483913891,0.185729791403606,NA,0.202880718165747,-Inf,0.218543532330879,NA,0.827141190886357,0.0975759121783898,-0.0158138995539769,NA,NA,-0.023523625552577
"341",341,"20180829_sample_4","20180829_slice_4",2018-08-29,"sample 4","mouse_PSDCQ",2018-06-19,71,"F","Sst-IRES-Cre/wt; Ai9/wt","2/3","2/3","SST+",1031878,833760,111804,4,9314,"Sst","Sst Calb2",1,"Sst Calb2 (99.6%)","Sst Calb2 Pdlim5 (100.0%)","Sst Calb2 Pdlim5 (100.0%)","Sst Calb2 Pdlim5","100.0%)","100.0","","Sst",1824,255.55,"Fede",45,"362.4",128.5,549.3,1516.068,NA,NA,100,7.2594893732433,5.69169531439845,"20180829_sample_4",2.20089078139613,90.9189060330391,0.861239778118429,0.979043429877341,0.215082856884015,-42.9269708693027,1.08000000000003,4.08833473920822,-9.63763892650604,0,0.00254304112554113,1.24473257698541,1.07513329003945,0.278219119428223,362.6754726709,37.4,19.68,19,35.5561658618593,12.3340395510396,3,-51.6019384078681,20,61.7952796727418,1.25489237900957,0.4784,0.727272727272727,2.14164532226412,0,"Glutamatergic","Sst_on",28.0287029877973,0.1292932231556,NA,0.179152704986273,-Inf,0.0961950138109714,NA,0.789221940023937,0.136002420606277,0.0232359575224587,NA,NA,-0.00532837496774506
"342",342,"20180829_sample_5","20180829_slice_5",2018-08-29,"sample 5","mouse_PSDCQ",2018-06-19,71,"F","Sst-IRES-Cre/wt; Ai9/wt","2/3","2/3","SST+",810345,969340,184263,4,11709,"Sst","Sst Pvalb Etv1",0.79,"Sst Pvalb Etv1 (78.6%), Sst Calb2 (12.9%), Sst Pvalb Calb2 (4.6%)","Sst Nr2f2 Necab1 (89.0%), Sst Calb2 Pdlim5 (6.0%)","Sst Nr2f2 Necab1 (89.0%), Sst Calb2 Pdlim5 (6.0%)","Sst Nr2f2 Necab1","89.0%), Sst Calb2 Pdlim5","89.0",", Sst Calb2 Pdlim5","Sst",1528,423.46,"Fede",48,"227",82.7,601.4,1659.864,NA,NA,89,-1.36474471660176,5.35713651405284,"20180829_sample_5",0.366893374699438,80.324063077569,0.940170560225962,0.990389675630248,0.0794327989766949,-29.978284612298,0.720000000000026,0,-14.2638180404902,0,0.00123917142857143,1.21110393802453,1.07844524909067,0.259688083813323,153.21601887544,43.68,26.92,33,11.7738500196306,13.2619122889195,2,-48.8491856962442,60,39.2844622209665,1.31273620482755,0.48664,0.736842105263158,1.54773752909624,0,"Glutamatergic","Sst_on",54.407546696185,0.250975832859664,NA,0.265876987163686,-Inf,0.186455683207923,NA,0.917658249096077,0.139251155079244,0.112249017139114,NA,NA,0.0996529247535506
"343",343,"20180829_sample_6","20180829_slice_6",2018-08-29,"sample 6","mouse_PSDCQ",2018-06-19,71,"F","Sst-IRES-Cre/wt; Ai9/wt","2/3","2/3","SST+",956463,420302,83599,4,9081,"Sst","Sst Calb2",1,"Sst Calb2 (100.0%)","Sst Calb2 Pdlim5 (100.0%)","Sst Calb2 Pdlim5 (100.0%)","Sst Calb2 Pdlim5","100.0%)","100.0","","Sst",1805,191.61,"Fede",56,"224.4",80.6,611.7,1688.292,"y",NA,100,-1.36474471660176,5.47626344596384,"20180829_sample_6",1.88302335152055,80.9086710214615,0.864031626839727,0.96041508797708,0.194338791455616,-41.6613146662712,0.959999999999989,0,-15.022549778223,0,0.00229832995300147,1.19829424307036,1.10446857094385,0.279377036271882,196.940869460148,97.76,28.16,20,16.6600083965987,5.46187281598088,0,-58.8170598357916,40,51.5972078216081,1.22440384488314,0.51728,0.666666666666667,1.82769201921717,0,"Glutamatergic","Sst_on",33.306150287668,0.153637488094694,NA,0.152750991181128,-Inf,0.0617272410841598,NA,0.851938154141942,0.0669934751190722,0.0329675462424097,NA,NA,0.0714609790316336
"344",344,"20180829_sample_7","20180829_slice_7",2018-08-29,"sample 7","mouse_PSDCQ",2018-06-19,71,"F","Sst-IRES-Cre/wt; Ai9/wt","2/3","2/3","SST+",999433,601619,85275,4,9315,"Sst","Sst Calb2",0.9,"Sst Calb2 (90.3%), Sst Hpse (8.6%)","Sst Calb2 Pdlim5 (100.0%)","Sst Calb2 Pdlim5 (100.0%)","Sst Calb2 Pdlim5","100.0%)","100.0","","Sst",1680,315.46,"Fede",60,"286.7",102.6,603.3,1665.108,"y",NA,100,7.37769515778358,7.26693330106737,"20180829_sample_7",0.879250578520107,76.0812200605869,0.822091458935803,0.971601453650616,0.13118323787979,-33.9272953569889,0.920000000000004,4.08179312944412,-2.17999890446663,0.237084870848708,0.00905488638981044,1.62152357920193,1.19925478125969,0.514162059928168,305.458029491206,49.44,20,18,25.6555681317768,7.90430021778713,1,-51.7105892956257,60,54.7908427231012,1.14058868527484,0.49068,0.5,2.28985035863633,0,"Glutamatergic","Sst_on",52.6185808633563,0.242723536678055,NA,0.228856961298009,-Inf,0.115456225350395,NA,0.671818946134626,0.250875335553206,0.0863710067899728,NA,NA,-0.0159410629544067
"345",345,"20180829_sample_8","20180829_slice_8",2018-08-29,"sample 8","mouse_PSDCQ",2018-06-19,71,"F","Sst-IRES-Cre/wt; Ai9/wt","2/3","2/3","SST-",1102299,1223036,174836,4,10780,"IT","L2/3 IT_3",0.76,"L2/3 IT_3 (76.3%), L2/3 IT_2 (19.6%)","L2/3 IT VISp Rrad (94.0%), L2/3 IT VISp Agmat (6.0%)","L2/3 IT VISp Rrad (94.0%), L2/3 IT VISp Agmat (6.0%)","L2/3 IT VISp Rrad","94.0%), L2/3 IT VISp Agmat","94.0",", L2/3 IT VISp Agmat","L2/3",1781,314.86,"Fede",20,"173.7",63.7,605.7,1671.732,"y",NA,94,8.35158570152337,7.44431451788048,"20180829_sample_8",1.70642759694164,87.7592973411083,0.766195657615028,0.948048087058034,0.160186535598814,-28.0280262231827,1.88000000000005,0,-8.0079510807991,0.749793325800339,0.0123846318287377,3.30847029077118,2.72534641973585,0.39223949151017,69.5682687525238,214.48,105.88,8,11.7277297862805,0.202538545934893,0,-63.7578127235174,180,0,1.01919024834157,0,0.6,5.09642593756562,0,"Glutamatergic","L5.IT_on",162.936044455886,0.751605465479343,NA,0.286513045285734,-Inf,0.200090886142575,NA,0.231833853041389,0.467456531146048,0.0124617401608328,NA,NA,0.0334627501769359
"346",346,"20180830_sample_1","20180830_slice_1",2018-08-30,"sample 1","mouse_QLNUF",2018-06-11,80,"M","Pvalb-Cre/wt; Ai9/wt","2/3","5","PV+",614977,40501,43174,4,3890,"Pvalb","Pvalb Reln",0.61,"Pvalb Reln (61.3%), Pvalb Gpr149 (14.3%), Pvalb Kank4 (12.7%)","Pvalb Reln Itm2a (82.0%), Pvalb Gpr149 Islr (9.0%), Pvalb Vipr2 (4.0%)","Pvalb Reln Itm2a (82.0%), Pvalb Gpr149 Islr (9.0%), Pvalb Vipr2 (4.0%)","Pvalb Reln Itm2a","82.0%), Pvalb Gpr149 Islr","82.0",", Pvalb Gpr149 Islr","Pvalb",1519,168.47,"Fede",45,"499.9",172.2,528.3,1458.108,"y",NA,82,10.2763394439419,9.83302530998602,"20180830_sample_1",0.292693633853637,70.6388987600803,0.922598771700119,0.996027419664386,0.0742696646122291,-27.6205539703369,0.68,0,-17.0401856303215,0,0.000141098551011789,1.13981042654029,1.01486512922267,0.111504599430329,179.02581276993,16.68,10.36,53,10.3014070287109,0.583803672553557,0,-49.0759192459285,100,0,1.04044847421372,0,0.827586206896552,1.34444809789236,0,"Glutamatergic","Pvalb_on",9.07301956262624,0.0418528086553444,NA,0.0521081573676249,-Inf,0.17008659178496,NA,0.274428464107479,0.414362070173007,0.00330305802663587,NA,NA,-0.0189223152719916
"347",347,"20180830_sample_2","20180830_slice_2",2018-08-30,"sample 2","mouse_QLNUF",2018-06-11,80,"M","Pvalb-Cre/wt; Ai9/wt","2/3","2/3","PV+",1402766,1557087,146617,4,11335,"Pvalb","Pvalb Il1rapl2",0.62,"Pvalb Il1rapl2 (61.6%), Pvalb Reln (35.3%)","Pvalb Reln Itm2a (86.0%), Pvalb Tpbg (14.0%)","Pvalb Reln Itm2a (86.0%), Pvalb Tpbg (14.0%)","Pvalb Reln Itm2a","86.0%), Pvalb Tpbg","86.0",", Pvalb Tpbg","Pvalb",1953,551.53,"Fede",42,"392.1",129.1,520.5,1436.58,NA,NA,86,-1.36474471660176,4.07281826309289,"20180830_sample_2",2.57222192677941,77.5396041572094,0.894544483613781,0.995154598087269,0.240770563825782,-36.2476259469986,0.68,0,-18.1719213724136,0,7.1335651088677e-05,1.1840490797546,1.00866389662544,0.0845817560279144,214.803376271079,17.96,11.96,61,12.0255467687375,0.696182687941487,0,-60.1090575493872,100,0,1.02582542656955,0,0.935483870967742,1.31512395487294,0,"Glutamatergic","Pvalb_on",21.3665047860129,0.098561259597202,NA,0.209097475369062,-Inf,0.0577562687463986,NA,0.774119998376106,0.0238809340703859,-0.0144674928376335,NA,NA,0.0472946236100618
"348",348,"20180830_sample_5","20180830_slice_5",2018-08-30,"sample 5","mouse_QLNUF",2018-06-11,80,"M","Pvalb-Cre/wt; Ai9/wt","2/3","2/3","PV+",918484,44159,54893,4,4476,"Pvalb","Pvalb Reln",0.48,"Pvalb Reln (47.9%), Pvalb Il1rapl2 (41.3%), Pvalb Calb1_2 (5.3%)","Pvalb Tpbg (76.0%), Pvalb Reln Itm2a (18.0%), Pvalb Reln Tac1 (6.0%)","Pvalb Tpbg (76.0%), Pvalb Reln Itm2a (18.0%), Pvalb Reln Tac1 (6.0%)","Pvalb Tpbg","76.0%), Pvalb Reln Itm2a","76.0",", Pvalb Reln Itm2a","Pvalb",1537,126.02,"Fede",48,"282.7",101.9,537.3,1482.948,NA,NA,76,-1.36474471660177,-1.36474471660177,"20180830_sample_5",1.62081863200092,65.1525165885687,0.976059640455931,0.998956989473167,0.194904401265299,-27.7624409645796,0.560000000000005,0,-22.6680468767881,0,3.37211184591287e-05,1.02127659574468,1.00346603587578,0.0718339941886493,174.815235998482,81.16,43.68,92,7.65305534867368,1.29615108534658,0,-61.8351108603179,120,0,1.05227765524133,0,0.936170212765957,1.12538738735657,0,"Glutamatergic","Pvalb_on",12.3246156526657,0.0568520520760758,NA,0.151470565869017,-Inf,0.011408344081209,NA,0.411831851215959,0.0105462135548016,-0.016931902739552,NA,NA,0.00641022245128102
